series,months,mean_monthly,vol_monthly,ann_return_approx,ann_vol_approx,sharpe_approx,max_drawdown
long_short_10_1,203,0.0035483880984244227,0.028501582335110125,0.04258065718109307,0.09873237740103667,0.43127349205961674,-0.2563111205476797
