ym,alpha,liis_net_scaled,log_mktcap,n
2012-04,0.018811783242724624,-0.026759436160212795,-0.0041026512203617095,1312
2012-05,0.04565166091306575,-0.020083448573435678,-9.898987620656126e-05,1561
2012-06,-0.013619838312556044,-0.0810182554305411,7.321266741774113e-05,1540
2012-07,-0.065447447439519,-0.31170878302533767,0.004680404562192805,1242
2012-08,0.11519665991198555,0.05167854562719913,-0.003971147201386657,1422
2012-09,-0.049388705412896666,0.12091073986030038,0.001325706485619622,1241
2012-10,-0.10069044381878034,-0.1581840300052691,0.005006428149808823,1215
2012-11,0.0185140034270767,0.0001232152357474195,0.0004288349556160834,1448
2012-12,0.15156706685392468,-0.08065445132826053,-0.0040206236008028355,1625
2013-01,0.039898860605901976,-0.06965617075262757,-0.0013349928925926956,1521
2013-02,-0.0007186387389440387,0.010363566727621218,0.0022753572034787625,1462
2013-03,-0.05934471190204949,0.12208069464298485,0.0032038440697235416,1871
2013-04,0.12434675058838028,-0.04596607628677095,-0.0040863675099983895,1472
2013-05,0.12126485740387075,-0.06802057813164333,-0.005649071273758415,1521
2013-06,0.028165957356815204,-0.16147159377310003,0.0015439997189160965,1317
2013-07,0.04274627141506149,-1.2212281927954666e-05,-0.0032501930502201156,1037
2013-08,0.1229257722492235,0.03014708622317048,-0.0032174851418105633,1299
2013-09,-0.05377746590433755,-0.05345661078739391,0.0037888764197841268,1072
2013-10,0.11452792436809474,-0.12751183547726158,-0.003971678956193123,1287
2013-11,0.026392676193096827,0.007254982535532789,6.935736242525245e-05,1803
2013-12,0.16784098511154544,0.0450103160460261,-0.008461952468904153,2323
2014-01,-0.045909186870238886,-0.08770788270046757,0.004319654969678362,1621
2014-02,-0.024045116311101285,-0.003449698320538894,0.001075341066508319,1700
2014-03,-0.12674159677703134,0.004563402368777839,0.004704535323893215,2042
2014-04,-0.12030963622736524,3.399191371937418e-05,0.006039991051907508,1418
2014-05,0.07793335079330303,0.00044203175135685375,-0.0013332381081578328,1849
2014-06,-0.053743043111620564,-0.0015144482288209672,0.0002038427222138038,1694
2014-07,0.06358507225401835,-1.3153898275169444,-0.0008908739620559059,1378
2014-08,-0.05149533452824888,-0.009058264677004811,0.00045635892962522047,1670
2014-09,-0.0435630499834187,0.006604381511071308,0.004084913320449379,1400
2014-10,-0.1206953181619879,0.007992277708981367,0.005923669287477329,1434
2014-11,0.06738849988815786,-0.0014603741722619503,-0.002417985250040804,1787
2014-12,-0.03139209555913427,-0.14262052493660463,0.00015826854647566697,1788
2015-01,0.01492554986726212,-0.20043141199768916,0.0020048377164620045,1599
2015-02,0.05850723867250323,-5.381830795154509e-06,-0.002249928891399668,1818
2015-03,0.11312764133920915,0.01270739930911332,-0.005486877201257867,1744
2015-04,-0.04945887595869606,-0.024774493192958165,0.002928519129680956,2253
2015-05,0.06694238019672259,1.774563585626044e-06,-0.0033420296060993567,2434
2015-06,-0.2597957563475233,0.1617918278732169,0.011600594517697217,2148
2015-07,0.17961863815894263,-0.5486783402119931,-0.010973168443021484,1740
2015-08,-0.08073139207155541,-0.0009888142705371957,0.0013407565191994957,2302
2015-09,0.015241517459703974,-0.029077839852273676,0.0020071414758017912,1935
2015-10,-0.06838923608845116,0.0031376905450885614,0.004034221207877821,1712
2015-11,-0.06003255700096231,0.0004980129295366841,0.0010690080311463992,2101
2015-12,-0.16040507034436327,0.032763913460038256,0.0033457825746748605,2195
2016-01,-0.011947340441474236,-0.01499645226627066,0.0007093085011256356,2000
2016-02,0.18310947923957518,0.12552471194583908,-0.004837099406449553,2441
2016-03,0.25812624720215727,-8.225885669566058e-06,-0.010610288737769357,2679
2016-04,-0.13655563363035203,-0.013519750463351937,0.00678676895933691,2201
2016-05,0.05856078544006404,0.003835960532520338,-0.0026698377789219382,2506
2016-06,0.15270090743479237,-0.00015394196782194877,-0.00470148125745698,2109
2016-07,0.11841881366354445,2.580482545906128e-05,-0.00490669409413492,1839
2016-08,0.11609211959061008,-0.0041147092335691955,-0.004792765771369888,2233
2016-09,-0.16193925603170567,-1.382356328901574e-07,0.005548630375672703,2174
2016-10,0.1480845978920184,0.10571633002293343,-0.0032919204578919555,1789
2016-11,0.11103384622469725,-0.00689666762506315,-0.004046648331872252,2256
2016-12,0.12178000462656674,0.10130340206366593,-0.004899777489858465,2163
2017-01,-0.059387945295999854,0.05994280635946493,0.003834106651932816,2372
2017-02,0.018319133741433038,0.005375273124657597,-0.0007872009481632793,2502
2017-03,-0.04277253153955763,-0.06796933003281659,0.002432023913027441,2734
2017-04,-0.11312684312073082,0.15606979159654752,0.00477184075851493,2032
2017-05,0.09244932550034783,0.0752370563484385,-0.003056213000531328,2605
2017-06,-0.07106244977520103,0.12443061228555719,0.003722818495916501,2345
2017-07,-0.007333015103490677,0.04261876437954804,-6.600435896306815e-05,1870
2017-08,0.22815062702686514,0.09367207353640787,-0.008170780267976907,2361
2017-09,-0.0672205746823218,-0.22614855989785193,0.0035188120401386034,1927
2017-10,0.003737056541645105,0.07696997951610403,0.001228633532959471,1774
2017-11,0.02778881248716142,0.009793907728404178,-0.001086141029471767,2172
2017-12,-0.07152919774391635,8.672133373227326e-08,0.004720093885497507,2275
2018-01,-0.0322304346463917,0.26418812183348317,-0.0003112221712496924,2224
2018-02,0.0937894703162575,0.11677560939631382,-0.0040074017715821,2378
2018-03,0.10911597733285767,0.021900095750926097,-0.004547509809315613,2870
2018-04,0.14114939905480262,3.0104896799189144e-05,-0.004379406793903754,1941
2018-05,0.05182868271181185,0.00022092271194000578,-0.001790384153063932,2424
2018-06,-0.10292219785300682,-0.07280669062464161,0.005533782221710946,2216
2018-07,0.04232605974904822,-0.008200140671150147,-0.0002941171273847208,1869
2018-08,-0.05034958697157346,0.06016880657797746,0.0016324420066809197,2188
2018-09,-0.15032456284180346,-0.07943495513922674,0.002605164093886899,1834
2018-10,-0.2085329566819136,0.21275081181357292,0.009982950739738912,1700
2018-11,-0.2629111522315704,0.26738024607660177,0.0070592673645514595,1986
2018-12,0.32565627347428666,-0.03499149205218867,-0.009896183103694804,2072
2019-01,0.07941245136568709,0.5283400811762067,-0.001680939951104776,2264
2019-02,-0.17447333765139272,-0.21266226916340533,0.0074202783811932555,2106
2019-03,-0.03023107414572919,0.0009343718738853474,0.002856198843830825,2407
2019-04,-0.06012003255711371,-0.049891199709978525,-0.00043869071180064516,2444
2019-05,-0.14399615852863615,0.0031786335142212387,0.009704484438870791,2454
2019-06,-0.09485889940580283,-0.04483843913083448,0.004536224874014781,2258
2019-07,-0.12746402118748512,0.03663537196781501,0.003879305273035648,2066
2019-08,0.1732817775260215,0.5700347290001182,-0.006802616737656309,2242
2019-09,-0.0390248994709686,-0.20334464367213292,0.0024851843210736716,1864
2019-10,-0.036709853828276025,4.135242401833555,0.0036725934013467697,1707
2019-11,0.14468402166329533,-0.11748268007635287,-0.005187389243028604,2085
2019-12,-0.027511752198378304,0.0064159283984174175,0.00024095178611243428,2102
2020-01,-0.0005973612488904031,-0.00011340476198929078,-0.0037652809614640223,2182
2020-02,-0.5669035354442599,-0.5165004123603417,0.015773935769804764,2418
2020-03,0.5556429018843946,-0.001180821910007731,-0.01800706122704664,2801
2020-04,0.03164705268035209,-7.05577370901185e-08,0.0018238355291704499,1860
2020-05,0.3084006508469907,-1.8225558213949102,-0.01224504528494727,1528
2020-06,0.12520231168832607,0.16377373818701188,-0.003777191161765806,2275
2020-07,0.09389767968830073,4.6567110399963006e-05,-0.0017998415459104186,1793
2020-08,-0.07679365886165972,0.03224414205473501,0.002227217998937326,2200
2020-09,0.08546150472699367,-0.22813687420807147,-0.0034034631806948495,1861
2020-10,0.5203799899741802,-0.022769051820385088,-0.015815409399934442,1743
2020-11,0.28237867238144265,0.00010565555921601341,-0.00951665921817683,2206
2020-12,0.5478441732014177,-0.1399915779831698,-0.022907828629028456,2249
2021-01,0.4019711032588427,0.4025491572473579,-0.01506382553322605,2229
2021-02,0.036937925705723115,-0.014849427980766846,-0.0001157921407315604,2382
2021-03,-0.10176462264717558,0.1910819683563158,0.006211183754337764,2619
2021-04,0.1706725553836017,0.055152496914038035,-0.007341698771894646,2185
2021-05,0.0764647136469882,-0.08389979857446928,-0.0026775480643751863,2478
2021-06,-0.18174859262777232,0.08443843512198979,0.0073094338822166025,2429
2021-07,0.03246983024328176,0.05339864435627592,-0.0003488850042770199,2233
2021-08,0.08409099757513631,4.4236857278594915e-05,-0.005238198846166284,2457
2021-09,-0.14608605167958802,0.014231333512395788,0.008559727320031402,2121
2021-10,-0.12672710420466698,0.026428172338102674,0.0036616114264516305,1875
2021-11,-0.169502578403949,0.0026944275018149907,0.008845198399960806,2458
2021-12,-0.0566338291031551,8.136226736935316e-08,-0.0011350158705377197,2429
2022-01,0.041882694200247594,-0.0072644672034573934,-0.001880719936483028,2387
2022-02,0.014131872177734747,0.08373254024352057,-3.804251086385056e-05,2494
2022-03,-0.1389235064931682,-0.15585958619053522,0.0023493774153780685,2923
2022-04,-0.14574338610133822,-0.2690355646225443,0.0061313424591679065,2173
2022-05,0.14369948376067215,0.02637497453138493,-0.010448458717435747,2570
2022-06,0.06173219120562421,-2.9961661110609243e-09,0.00157928643360449,2421
2022-07,0.16557613851511224,0.07462894789651342,-0.00824848003814769,1875
2022-08,-0.1594846087487664,-0.06298228040797905,0.0028886516454620626,2430
2022-09,-0.03352740736641027,-0.21258416718450146,0.005700503427636771,2032
2022-10,-0.14890181794290058,-2.55833559666737e-06,0.008038551866510535,1797
2022-11,-0.06746493839397145,-0.12248820744168276,0.0006233179719672306,2289
2022-12,0.6266872555250775,1.920770541005007e-06,-0.0237706487131025,2333
2023-01,-0.11373457465538511,-0.0016834564841282165,0.003977121539905029,2304
2023-02,-0.2946723306710646,0.03046532546911184,0.011735627109179483,2558
2023-03,-0.025670903358257578,-0.7783150939011744,0.00046462976888330933,2850
2023-04,0.10007886286620268,0.1416097670574226,-0.004835699937481071,1992
2023-05,0.072935241791023,0.04092184788684794,0.0003232435183606727,2612
2023-06,0.1168131856745392,-0.0035212031647066213,-0.002804631088570958,2486
2023-07,-0.14348851484785494,0.00985389923832507,0.004440292691199427,2029
2023-08,-0.10549241971899351,-0.16204223464307346,0.0021572156162762614,2392
2023-09,-0.2553471620768526,-0.06627727953797397,0.008829212239704006,2172
2023-10,0.28386808653299106,-1.0118162748571496e-06,-0.008410551681775381,1844
2023-11,0.31557022104026344,-0.26429122606420263,-0.009399679836583031,2256
2023-12,-0.07377710051006042,0.05065350118283046,0.002316760409764047,2392
2024-01,0.16205472472856797,-0.02482570633170792,-0.004952083474673568,2501
2024-02,-0.05192519759232654,-0.02320690464827469,0.003881459073382075,2554
2024-03,-0.12317703898778411,-0.06072890476820065,0.002707286494569996,2782
2024-04,0.18599194935614988,-0.12717971329321234,-0.006465422002153858,2118
2024-05,-0.10737805528845183,0.018355331488159543,0.004406703450720216,2659
2024-06,0.22343177661711042,0.04463515339127864,-0.00680775598240594,2368
2024-07,-0.17216292919810094,0.004844556638335712,0.0077835958757532355,2055
2024-08,0.04094379436323596,0.4564773948244517,-0.0011887330712484206,2458
2024-09,0.0487558165267463,7.67323610676926e-07,-0.0023041691287882153,2155
2024-10,0.38558518708317513,-1.0833206635773186e-06,-0.0129106669568854,1875
2024-11,0.19474270074439493,5.279123047595077e-06,-0.011295721792731752,2429
