term,mean,std,t_stat,months
alpha,0.023323769214292422,0.1887680202246852,1.760428267219739,203
liis_net_scaled,-0.007016721500574954,0.3626853725539894,-0.27564633210278333,203
log_mktcap,-0.0007099399560948411,0.007631751210697902,-1.3253953240100589,203
